date,location,rows,size_bytes,source,collected_at
1995-01-02,parquet/1995-01.parquet,203,117096,old,consolidated
1995-01-03,parquet/1995-01.parquet,258,117096,old,consolidated
1995-01-04,parquet/1995-01.parquet,249,117096,old,consolidated
1995-01-05,parquet/1995-01.parquet,229,117096,old,consolidated
1995-01-06,parquet/1995-01.parquet,245,117096,old,consolidated
1995-01-09,parquet/1995-01.parquet,245,117096,old,consolidated
1995-01-10,parquet/1995-01.parquet,253,117096,old,consolidated
1995-01-11,parquet/1995-01.parquet,254,117096,old,consolidated
1995-01-12,parquet/1995-01.parquet,236,117096,old,consolidated
1995-01-13,parquet/1995-01.parquet,229,117096,old,consolidated
1995-01-16,parquet/1995-01.parquet,245,117096,old,consolidated
1995-01-17,parquet/1995-01.parquet,296,117096,old,consolidated
1995-01-18,parquet/1995-01.parquet,269,117096,old,consolidated
1995-01-19,parquet/1995-01.parquet,283,117096,old,consolidated
1995-01-20,parquet/1995-01.parquet,295,117096,old,consolidated
1995-01-23,parquet/1995-01.parquet,285,117096,old,consolidated
1995-01-24,parquet/1995-01.parquet,303,117096,old,consolidated
1995-01-25,parquet/1995-01.parquet,280,117096,old,consolidated
1995-01-27,parquet/1995-01.parquet,282,117096,old,consolidated
1995-01-30,parquet/1995-01.parquet,282,117096,old,consolidated
1995-01-31,parquet/1995-01.parquet,323,117096,old,consolidated
1995-02-01,parquet/1995-02.parquet,309,150161,old,consolidated
1995-02-02,parquet/1995-02.parquet,290,150161,old,consolidated
1995-02-03,parquet/1995-02.parquet,319,150161,old,consolidated
1995-02-06,parquet/1995-02.parquet,321,150161,old,consolidated
1995-02-07,parquet/1995-02.parquet,337,150161,old,consolidated
1995-02-08,parquet/1995-02.parquet,399,150161,old,consolidated
1995-02-09,parquet/1995-02.parquet,405,150161,old,consolidated
1995-02-10,parquet/1995-02.parquet,408,150161,old,consolidated
1995-02-13,parquet/1995-02.parquet,406,150161,old,consolidated
1995-02-14,parquet/1995-02.parquet,442,150161,old,consolidated
1995-02-15,parquet/1995-02.parquet,410,150161,old,consolidated
1995-02-16,parquet/1995-02.parquet,427,150161,old,consolidated
1995-02-17,parquet/1995-02.parquet,425,150161,old,consolidated
1995-02-20,parquet/1995-02.parquet,422,150161,old,consolidated
1995-02-21,parquet/1995-02.parquet,442,150161,old,consolidated
1995-02-22,parquet/1995-02.parquet,416,150161,old,consolidated
1995-02-23,parquet/1995-02.parquet,412,150161,old,consolidated
1995-02-24,parquet/1995-02.parquet,413,150161,old,consolidated
1995-02-28,parquet/1995-02.parquet,430,150161,old,consolidated
1995-03-01,parquet/1995-03.parquet,435,192411,old,consolidated
1995-03-02,parquet/1995-03.parquet,457,192411,old,consolidated
1995-03-03,parquet/1995-03.parquet,421,192411,old,consolidated
1995-03-06,parquet/1995-03.parquet,459,192411,old,consolidated
1995-03-07,parquet/1995-03.parquet,494,192411,old,consolidated
1995-03-08,parquet/1995-03.parquet,466,192411,old,consolidated
1995-03-09,parquet/1995-03.parquet,457,192411,old,consolidated
1995-03-10,parquet/1995-03.parquet,488,192411,old,consolidated
1995-03-13,parquet/1995-03.parquet,416,192411,old,consolidated
1995-03-14,parquet/1995-03.parquet,467,192411,old,consolidated
1995-03-15,parquet/1995-03.parquet,484,192411,old,consolidated
1995-03-16,parquet/1995-03.parquet,356,192411,old,consolidated
1995-03-20,parquet/1995-03.parquet,403,192411,old,consolidated
1995-03-21,parquet/1995-03.parquet,476,192411,old,consolidated
1995-03-22,parquet/1995-03.parquet,426,192411,old,consolidated
1995-03-23,parquet/1995-03.parquet,440,192411,old,consolidated
1995-03-24,parquet/1995-03.parquet,443,192411,old,consolidated
1995-03-27,parquet/1995-03.parquet,462,192411,old,consolidated
1995-03-28,parquet/1995-03.parquet,501,192411,old,consolidated
1995-03-29,parquet/1995-03.parquet,466,192411,old,consolidated
1995-03-30,parquet/1995-03.parquet,466,192411,old,consolidated
1995-03-31,parquet/1995-03.parquet,452,192411,old,consolidated
1995-04-03,parquet/1995-04.parquet,476,185272,old,consolidated
1995-04-04,parquet/1995-04.parquet,520,185272,old,consolidated
1995-04-05,parquet/1995-04.parquet,524,185272,old,consolidated
1995-04-06,parquet/1995-04.parquet,524,185272,old,consolidated
1995-04-07,parquet/1995-04.parquet,512,185272,old,consolidated
1995-04-10,parquet/1995-04.parquet,520,185272,old,consolidated
1995-04-11,parquet/1995-04.parquet,454,185272,old,consolidated
1995-04-12,parquet/1995-04.parquet,490,185272,old,consolidated
1995-04-17,parquet/1995-04.parquet,519,185272,old,consolidated
1995-04-18,parquet/1995-04.parquet,529,185272,old,consolidated
1995-04-19,parquet/1995-04.parquet,506,185272,old,consolidated
1995-04-20,parquet/1995-04.parquet,514,185272,old,consolidated
1995-04-21,parquet/1995-04.parquet,514,185272,old,consolidated
1995-04-24,parquet/1995-04.parquet,506,185272,old,consolidated
1995-04-25,parquet/1995-04.parquet,532,185272,old,consolidated
1995-04-26,parquet/1995-04.parquet,490,185272,old,consolidated
1995-04-27,parquet/1995-04.parquet,490,185272,old,consolidated
1995-04-28,parquet/1995-04.parquet,501,185272,old,consolidated
1995-05-02,parquet/1995-05.parquet,500,249246,old,consolidated
1995-05-03,parquet/1995-05.parquet,472,249246,old,consolidated
1995-05-04,parquet/1995-05.parquet,479,249246,old,consolidated
1995-05-05,parquet/1995-05.parquet,475,249246,old,consolidated
1995-05-08,parquet/1995-05.parquet,496,249246,old,consolidated
1995-05-09,parquet/1995-05.parquet,523,249246,old,consolidated
1995-05-10,parquet/1995-05.parquet,602,249246,old,consolidated
1995-05-12,parquet/1995-05.parquet,607,249246,old,consolidated
1995-05-15,parquet/1995-05.parquet,649,249246,old,consolidated
1995-05-16,parquet/1995-05.parquet,697,249246,old,consolidated
1995-05-17,parquet/1995-05.parquet,662,249246,old,consolidated
1995-05-18,parquet/1995-05.parquet,700,249246,old,consolidated
1995-05-19,parquet/1995-05.parquet,710,249246,old,consolidated
1995-05-22,parquet/1995-05.parquet,689,249246,old,consolidated
1995-05-23,parquet/1995-05.parquet,725,249246,old,consolidated
1995-05-24,parquet/1995-05.parquet,676,249246,old,consolidated
1995-05-25,parquet/1995-05.parquet,666,249246,old,consolidated
1995-05-26,parquet/1995-05.parquet,691,249246,old,consolidated
1995-05-29,parquet/1995-05.parquet,699,249246,old,consolidated
1995-05-30,parquet/1995-05.parquet,744,249246,old,consolidated
1995-05-31,parquet/1995-05.parquet,692,249246,old,consolidated
1995-06-01,parquet/1995-06.parquet,712,287975,old,consolidated
1995-06-02,parquet/1995-06.parquet,722,287975,old,consolidated
1995-06-05,parquet/1995-06.parquet,714,287975,old,consolidated
1995-06-06,parquet/1995-06.parquet,742,287975,old,consolidated
1995-06-07,parquet/1995-06.parquet,713,287975,old,consolidated
1995-06-08,parquet/1995-06.parquet,707,287975,old,consolidated
1995-06-09,parquet/1995-06.parquet,713,287975,old,consolidated
1995-06-12,parquet/1995-06.parquet,690,287975,old,consolidated
1995-06-13,parquet/1995-06.parquet,746,287975,old,consolidated
1995-06-14,parquet/1995-06.parquet,679,287975,old,consolidated
1995-06-15,parquet/1995-06.parquet,697,287975,old,consolidated
1995-06-16,parquet/1995-06.parquet,710,287975,old,consolidated
1995-06-19,parquet/1995-06.parquet,699,287975,old,consolidated
1995-06-20,parquet/1995-06.parquet,750,287975,old,consolidated
1995-06-21,parquet/1995-06.parquet,677,287975,old,consolidated
1995-06-22,parquet/1995-06.parquet,699,287975,old,consolidated
1995-06-23,parquet/1995-06.parquet,678,287975,old,consolidated
1995-06-26,parquet/1995-06.parquet,677,287975,old,consolidated
1995-06-27,parquet/1995-06.parquet,713,287975,old,consolidated
1995-06-28,parquet/1995-06.parquet,668,287975,old,consolidated
1995-06-29,parquet/1995-06.parquet,670,287975,old,consolidated
1995-06-30,parquet/1995-06.parquet,663,287975,old,consolidated
1995-07-03,parquet/1995-07.parquet,648,278560,old,consolidated
1995-07-04,parquet/1995-07.parquet,704,278560,old,consolidated
1995-07-05,parquet/1995-07.parquet,646,278560,old,consolidated
1995-07-06,parquet/1995-07.parquet,636,278560,old,consolidated
1995-07-07,parquet/1995-07.parquet,646,278560,old,consolidated
1995-07-10,parquet/1995-07.parquet,648,278560,old,consolidated
1995-07-11,parquet/1995-07.parquet,698,278560,old,consolidated
1995-07-12,parquet/1995-07.parquet,672,278560,old,consolidated
1995-07-13,parquet/1995-07.parquet,676,278560,old,consolidated
1995-07-14,parquet/1995-07.parquet,703,278560,old,consolidated
1995-07-17,parquet/1995-07.parquet,693,278560,old,consolidated
1995-07-18,parquet/1995-07.parquet,750,278560,old,consolidated
1995-07-19,parquet/1995-07.parquet,676,278560,old,consolidated
1995-07-20,parquet/1995-07.parquet,717,278560,old,consolidated
1995-07-21,parquet/1995-07.parquet,719,278560,old,consolidated
1995-07-24,parquet/1995-07.parquet,739,278560,old,consolidated
1995-07-25,parquet/1995-07.parquet,771,278560,old,consolidated
1995-07-26,parquet/1995-07.parquet,726,278560,old,consolidated
1995-07-27,parquet/1995-07.parquet,729,278560,old,consolidated
1995-07-28,parquet/1995-07.parquet,681,278560,old,consolidated
1995-07-31,parquet/1995-07.parquet,675,278560,old,consolidated
1995-08-01,parquet/1995-08.parquet,727,274265,old,consolidated
1995-08-02,parquet/1995-08.parquet,680,274265,old,consolidated
1995-08-03,parquet/1995-08.parquet,668,274265,old,consolidated
1995-08-04,parquet/1995-08.parquet,679,274265,old,consolidated
1995-08-07,parquet/1995-08.parquet,696,274265,old,consolidated
1995-08-08,parquet/1995-08.parquet,753,274265,old,consolidated
1995-08-09,parquet/1995-08.parquet,685,274265,old,consolidated
1995-08-11,parquet/1995-08.parquet,664,274265,old,consolidated
1995-08-14,parquet/1995-08.parquet,714,274265,old,consolidated
1995-08-16,parquet/1995-08.parquet,647,274265,old,consolidated
1995-08-17,parquet/1995-08.parquet,648,274265,old,consolidated
1995-08-18,parquet/1995-08.parquet,582,274265,old,consolidated
1995-08-21,parquet/1995-08.parquet,722,274265,old,consolidated
1995-08-22,parquet/1995-08.parquet,758,274265,old,consolidated
1995-08-23,parquet/1995-08.parquet,685,274265,old,consolidated
1995-08-24,parquet/1995-08.parquet,794,274265,old,consolidated
1995-08-25,parquet/1995-08.parquet,793,274265,old,consolidated
1995-08-28,parquet/1995-08.parquet,774,274265,old,consolidated
1995-08-30,parquet/1995-08.parquet,638,274265,old,consolidated
1995-08-31,parquet/1995-08.parquet,764,274265,old,consolidated
1995-09-01,parquet/1995-09.parquet,743,291311,old,consolidated
1995-09-05,parquet/1995-09.parquet,804,291311,old,consolidated
1995-09-07,parquet/1995-09.parquet,739,291311,old,consolidated
1995-09-08,parquet/1995-09.parquet,773,291311,old,consolidated
1995-09-11,parquet/1995-09.parquet,779,291311,old,consolidated
1995-09-12,parquet/1995-09.parquet,859,291311,old,consolidated
1995-09-13,parquet/1995-09.parquet,787,291311,old,consolidated
1995-09-14,parquet/1995-09.parquet,779,291311,old,consolidated
1995-09-15,parquet/1995-09.parquet,809,291311,old,consolidated
1995-09-18,parquet/1995-09.parquet,793,291311,old,consolidated
1995-09-19,parquet/1995-09.parquet,868,291311,old,consolidated
1995-09-20,parquet/1995-09.parquet,788,291311,old,consolidated
1995-09-21,parquet/1995-09.parquet,779,291311,old,consolidated
1995-09-22,parquet/1995-09.parquet,804,291311,old,consolidated
1995-09-25,parquet/1995-09.parquet,782,291311,old,consolidated
1995-09-26,parquet/1995-09.parquet,867,291311,old,consolidated
1995-09-27,parquet/1995-09.parquet,804,291311,old,consolidated
1995-09-28,parquet/1995-09.parquet,781,291311,old,consolidated
1995-09-29,parquet/1995-09.parquet,842,291311,old,consolidated
1995-10-04,parquet/1995-10.parquet,646,281956,old,consolidated
1995-10-05,parquet/1995-10.parquet,781,281956,old,consolidated
1995-10-06,parquet/1995-10.parquet,810,281956,old,consolidated
1995-10-09,parquet/1995-10.parquet,832,281956,old,consolidated
1995-10-10,parquet/1995-10.parquet,897,281956,old,consolidated
1995-10-11,parquet/1995-10.parquet,859,281956,old,consolidated
1995-10-12,parquet/1995-10.parquet,892,281956,old,consolidated
1995-10-13,parquet/1995-10.parquet,880,281956,old,consolidated
1995-10-16,parquet/1995-10.parquet,889,281956,old,consolidated
1995-10-17,parquet/1995-10.parquet,950,281956,old,consolidated
1995-10-18,parquet/1995-10.parquet,864,281956,old,consolidated
1995-10-19,parquet/1995-10.parquet,884,281956,old,consolidated
1995-10-20,parquet/1995-10.parquet,854,281956,old,consolidated
1995-10-23,parquet/1995-10.parquet,746,281956,old,consolidated
1995-10-24,parquet/1995-10.parquet,613,281956,old,consolidated
1995-10-25,parquet/1995-10.parquet,571,281956,old,consolidated
1995-10-26,parquet/1995-10.parquet,754,281956,old,consolidated
1995-10-27,parquet/1995-10.parquet,811,281956,old,consolidated
1995-10-30,parquet/1995-10.parquet,894,281956,old,consolidated
1995-10-31,parquet/1995-10.parquet,941,281956,old,consolidated
1995-11-01,parquet/1995-11.parquet,884,341903,old,consolidated
1995-11-02,parquet/1995-11.parquet,881,341903,old,consolidated
1995-11-03,parquet/1995-11.parquet,906,341903,old,consolidated
1995-11-06,parquet/1995-11.parquet,894,341903,old,consolidated
1995-11-07,parquet/1995-11.parquet,918,341903,old,consolidated
1995-11-08,parquet/1995-11.parquet,924,341903,old,consolidated
1995-11-09,parquet/1995-11.parquet,906,341903,old,consolidated
1995-11-10,parquet/1995-11.parquet,919,341903,old,consolidated
1995-11-13,parquet/1995-11.parquet,937,341903,old,consolidated
1995-11-14,parquet/1995-11.parquet,967,341903,old,consolidated
1995-11-15,parquet/1995-11.parquet,915,341903,old,consolidated
1995-11-16,parquet/1995-11.parquet,935,341903,old,consolidated
1995-11-17,parquet/1995-11.parquet,947,341903,old,consolidated
1995-11-20,parquet/1995-11.parquet,937,341903,old,consolidated
1995-11-21,parquet/1995-11.parquet,995,341903,old,consolidated
1995-11-22,parquet/1995-11.parquet,944,341903,old,consolidated
1995-11-23,parquet/1995-11.parquet,951,341903,old,consolidated
1995-11-24,parquet/1995-11.parquet,957,341903,old,consolidated
1995-11-27,parquet/1995-11.parquet,934,341903,old,consolidated
1995-11-28,parquet/1995-11.parquet,975,341903,old,consolidated
1995-11-29,parquet/1995-11.parquet,886,341903,old,consolidated
1995-11-30,parquet/1995-11.parquet,894,341903,old,consolidated
1995-12-01,parquet/1995-12.parquet,880,324834,old,consolidated
1995-12-04,parquet/1995-12.parquet,914,324834,old,consolidated
1995-12-05,parquet/1995-12.parquet,1002,324834,old,consolidated
1995-12-06,parquet/1995-12.parquet,904,324834,old,consolidated
1995-12-07,parquet/1995-12.parquet,951,324834,old,consolidated
1995-12-08,parquet/1995-12.parquet,914,324834,old,consolidated
1995-12-11,parquet/1995-12.parquet,947,324834,old,consolidated
1995-12-12,parquet/1995-12.parquet,1014,324834,old,consolidated
1995-12-13,parquet/1995-12.parquet,918,324834,old,consolidated
1995-12-14,parquet/1995-12.parquet,962,324834,old,consolidated
1995-12-15,parquet/1995-12.parquet,959,324834,old,consolidated
1995-12-18,parquet/1995-12.parquet,983,324834,old,consolidated
1995-12-19,parquet/1995-12.parquet,1048,324834,old,consolidated
1995-12-20,parquet/1995-12.parquet,948,324834,old,consolidated
1995-12-21,parquet/1995-12.parquet,963,324834,old,consolidated
1995-12-22,parquet/1995-12.parquet,988,324834,old,consolidated
1995-12-26,parquet/1995-12.parquet,976,324834,old,consolidated
1995-12-27,parquet/1995-12.parquet,949,324834,old,consolidated
1995-12-28,parquet/1995-12.parquet,939,324834,old,consolidated
1995-12-29,parquet/1995-12.parquet,958,324834,old,consolidated
1996-01-01,parquet/1996-01.parquet,880,359202,old,consolidated
1996-01-02,parquet/1996-01.parquet,1046,359202,old,consolidated
1996-01-03,parquet/1996-01.parquet,965,359202,old,consolidated
1996-01-04,parquet/1996-01.parquet,988,359202,old,consolidated
1996-01-05,parquet/1996-01.parquet,1004,359202,old,consolidated
1996-01-08,parquet/1996-01.parquet,988,359202,old,consolidated
1996-01-09,parquet/1996-01.parquet,1046,359202,old,consolidated
1996-01-10,parquet/1996-01.parquet,926,359202,old,consolidated
1996-01-11,parquet/1996-01.parquet,964,359202,old,consolidated
1996-01-12,parquet/1996-01.parquet,960,359202,old,consolidated
1996-01-15,parquet/1996-01.parquet,900,359202,old,consolidated
1996-01-16,parquet/1996-01.parquet,1024,359202,old,consolidated
1996-01-17,parquet/1996-01.parquet,938,359202,old,consolidated
1996-01-18,parquet/1996-01.parquet,957,359202,old,consolidated
1996-01-19,parquet/1996-01.parquet,980,359202,old,consolidated
1996-01-22,parquet/1996-01.parquet,943,359202,old,consolidated
1996-01-23,parquet/1996-01.parquet,1026,359202,old,consolidated
1996-01-24,parquet/1996-01.parquet,963,359202,old,consolidated
1996-01-25,parquet/1996-01.parquet,975,359202,old,consolidated
1996-01-29,parquet/1996-01.parquet,949,359202,old,consolidated
1996-01-30,parquet/1996-01.parquet,1006,359202,old,consolidated
1996-01-31,parquet/1996-01.parquet,955,359202,old,consolidated
1996-02-01,parquet/1996-02.parquet,975,368112,old,consolidated
1996-02-02,parquet/1996-02.parquet,998,368112,old,consolidated
1996-02-05,parquet/1996-02.parquet,997,368112,old,consolidated
1996-02-06,parquet/1996-02.parquet,1045,368112,old,consolidated
1996-02-07,parquet/1996-02.parquet,980,368112,old,consolidated
1996-02-08,parquet/1996-02.parquet,980,368112,old,consolidated
1996-02-09,parquet/1996-02.parquet,993,368112,old,consolidated
1996-02-12,parquet/1996-02.parquet,1038,368112,old,consolidated
1996-02-13,parquet/1996-02.parquet,1065,368112,old,consolidated
1996-02-14,parquet/1996-02.parquet,1082,368112,old,consolidated
1996-02-15,parquet/1996-02.parquet,1061,368112,old,consolidated
1996-02-16,parquet/1996-02.parquet,1082,368112,old,consolidated
1996-02-19,parquet/1996-02.parquet,1083,368112,old,consolidated
1996-02-20,parquet/1996-02.parquet,1100,368112,old,consolidated
1996-02-22,parquet/1996-02.parquet,1056,368112,old,consolidated
1996-02-23,parquet/1996-02.parquet,1074,368112,old,consolidated
1996-02-26,parquet/1996-02.parquet,1095,368112,old,consolidated
1996-02-27,parquet/1996-02.parquet,1112,368112,old,consolidated
1996-02-28,parquet/1996-02.parquet,1061,368112,old,consolidated
1996-02-29,parquet/1996-02.parquet,1016,368112,old,consolidated
1996-03-01,parquet/1996-03.parquet,1037,345052,old,consolidated
1996-03-04,parquet/1996-03.parquet,1058,345052,old,consolidated
1996-03-06,parquet/1996-03.parquet,991,345052,old,consolidated
1996-03-07,parquet/1996-03.parquet,1040,345052,old,consolidated
1996-03-08,parquet/1996-03.parquet,1059,345052,old,consolidated
1996-03-11,parquet/1996-03.parquet,1031,345052,old,consolidated
1996-03-12,parquet/1996-03.parquet,1065,345052,old,consolidated
1996-03-13,parquet/1996-03.parquet,964,345052,old,consolidated
1996-03-14,parquet/1996-03.parquet,1000,345052,old,consolidated
1996-03-15,parquet/1996-03.parquet,1028,345052,old,consolidated
1996-03-18,parquet/1996-03.parquet,1038,345052,old,consolidated
1996-03-19,parquet/1996-03.parquet,1078,345052,old,consolidated
1996-03-21,parquet/1996-03.parquet,986,345052,old,consolidated
1996-03-22,parquet/1996-03.parquet,1015,345052,old,consolidated
1996-03-25,parquet/1996-03.parquet,1031,345052,old,consolidated
1996-03-26,parquet/1996-03.parquet,1063,345052,old,consolidated
1996-03-27,parquet/1996-03.parquet,1004,345052,old,consolidated
1996-03-28,parquet/1996-03.parquet,962,345052,old,consolidated
1996-03-29,parquet/1996-03.parquet,1040,345052,old,consolidated
1996-04-01,parquet/1996-04.parquet,951,410243,old,consolidated
1996-04-02,parquet/1996-04.parquet,1078,410243,old,consolidated
1996-04-03,parquet/1996-04.parquet,1033,410243,old,consolidated
1996-04-04,parquet/1996-04.parquet,1041,410243,old,consolidated
1996-04-08,parquet/1996-04.parquet,1063,410243,old,consolidated
1996-04-09,parquet/1996-04.parquet,1116,410243,old,consolidated
1996-04-10,parquet/1996-04.parquet,1085,410243,old,consolidated
1996-04-11,parquet/1996-04.parquet,1080,410243,old,consolidated
1996-04-12,parquet/1996-04.parquet,1063,410243,old,consolidated
1996-04-15,parquet/1996-04.parquet,1072,410243,old,consolidated
1996-04-16,parquet/1996-04.parquet,1129,410243,old,consolidated
1996-04-17,parquet/1996-04.parquet,1089,410243,old,consolidated
1996-04-18,parquet/1996-04.parquet,1118,410243,old,consolidated
1996-04-19,parquet/1996-04.parquet,1124,410243,old,consolidated
1996-04-22,parquet/1996-04.parquet,1134,410243,old,consolidated
1996-04-23,parquet/1996-04.parquet,1136,410243,old,consolidated
1996-04-24,parquet/1996-04.parquet,1074,410243,old,consolidated
1996-04-25,parquet/1996-04.parquet,1093,410243,old,consolidated
1996-04-26,parquet/1996-04.parquet,1091,410243,old,consolidated
1996-04-29,parquet/1996-04.parquet,1072,410243,old,consolidated
1996-04-30,parquet/1996-04.parquet,1112,410243,old,consolidated
1996-05-01,parquet/1996-05.parquet,1062,439122,old,consolidated
1996-05-02,parquet/1996-05.parquet,1108,439122,old,consolidated
1996-05-03,parquet/1996-05.parquet,1111,439122,old,consolidated
1996-05-06,parquet/1996-05.parquet,1118,439122,old,consolidated
1996-05-07,parquet/1996-05.parquet,1124,439122,old,consolidated
1996-05-08,parquet/1996-05.parquet,1076,439122,old,consolidated
1996-05-09,parquet/1996-05.parquet,1079,439122,old,consolidated
1996-05-10,parquet/1996-05.parquet,1070,439122,old,consolidated
1996-05-13,parquet/1996-05.parquet,1070,439122,old,consolidated
1996-05-14,parquet/1996-05.parquet,1112,439122,old,consolidated
1996-05-15,parquet/1996-05.parquet,1046,439122,old,consolidated
1996-05-16,parquet/1996-05.parquet,1096,439122,old,consolidated
1996-05-17,parquet/1996-05.parquet,1103,439122,old,consolidated
1996-05-20,parquet/1996-05.parquet,965,439122,old,consolidated
1996-05-21,parquet/1996-05.parquet,1123,439122,old,consolidated
1996-05-22,parquet/1996-05.parquet,1054,439122,old,consolidated
1996-05-23,parquet/1996-05.parquet,1072,439122,old,consolidated
1996-05-24,parquet/1996-05.parquet,1072,439122,old,consolidated
1996-05-27,parquet/1996-05.parquet,1042,439122,old,consolidated
1996-05-28,parquet/1996-05.parquet,1073,439122,old,consolidated
1996-05-29,parquet/1996-05.parquet,985,439122,old,consolidated
1996-05-30,parquet/1996-05.parquet,1002,439122,old,consolidated
1996-05-31,parquet/1996-05.parquet,1055,439122,old,consolidated
1996-06-03,parquet/1996-06.parquet,1084,410602,old,consolidated
1996-06-04,parquet/1996-06.parquet,1149,410602,old,consolidated
1996-06-05,parquet/1996-06.parquet,1100,410602,old,consolidated
1996-06-06,parquet/1996-06.parquet,1128,410602,old,consolidated
1996-06-07,parquet/1996-06.parquet,1137,410602,old,consolidated
1996-06-10,parquet/1996-06.parquet,1128,410602,old,consolidated
1996-06-11,parquet/1996-06.parquet,1156,410602,old,consolidated
1996-06-12,parquet/1996-06.parquet,1138,410602,old,consolidated
1996-06-13,parquet/1996-06.parquet,1153,410602,old,consolidated
1996-06-14,parquet/1996-06.parquet,1137,410602,old,consolidated
1996-06-17,parquet/1996-06.parquet,1158,410602,old,consolidated
1996-06-18,parquet/1996-06.parquet,1177,410602,old,consolidated
1996-06-19,parquet/1996-06.parquet,1137,410602,old,consolidated
1996-06-20,parquet/1996-06.parquet,1131,410602,old,consolidated
1996-06-21,parquet/1996-06.parquet,1138,410602,old,consolidated
1996-06-24,parquet/1996-06.parquet,1138,410602,old,consolidated
1996-06-25,parquet/1996-06.parquet,1151,410602,old,consolidated
1996-06-26,parquet/1996-06.parquet,1112,410602,old,consolidated
1996-06-27,parquet/1996-06.parquet,1121,410602,old,consolidated
1996-06-28,parquet/1996-06.parquet,1112,410602,old,consolidated
1996-07-01,parquet/1996-07.parquet,1121,441006,old,consolidated
1996-07-02,parquet/1996-07.parquet,1146,441006,old,consolidated
1996-07-03,parquet/1996-07.parquet,1071,441006,old,consolidated
1996-07-04,parquet/1996-07.parquet,1090,441006,old,consolidated
1996-07-05,parquet/1996-07.parquet,1082,441006,old,consolidated
1996-07-08,parquet/1996-07.parquet,1102,441006,old,consolidated
1996-07-09,parquet/1996-07.parquet,1142,441006,old,consolidated
1996-07-10,parquet/1996-07.parquet,1094,441006,old,consolidated
1996-07-11,parquet/1996-07.parquet,1085,441006,old,consolidated
1996-07-12,parquet/1996-07.parquet,1106,441006,old,consolidated
1996-07-15,parquet/1996-07.parquet,1086,441006,old,consolidated
1996-07-16,parquet/1996-07.parquet,1137,441006,old,consolidated
1996-07-17,parquet/1996-07.parquet,1056,441006,old,consolidated
1996-07-18,parquet/1996-07.parquet,1093,441006,old,consolidated
1996-07-19,parquet/1996-07.parquet,1114,441006,old,consolidated
1996-07-22,parquet/1996-07.parquet,1074,441006,old,consolidated
1996-07-23,parquet/1996-07.parquet,1123,441006,old,consolidated
1996-07-24,parquet/1996-07.parquet,1051,441006,old,consolidated
1996-07-25,parquet/1996-07.parquet,1084,441006,old,consolidated
1996-07-26,parquet/1996-07.parquet,1081,441006,old,consolidated
1996-07-29,parquet/1996-07.parquet,1088,441006,old,consolidated
1996-07-30,parquet/1996-07.parquet,1131,441006,old,consolidated
1996-07-31,parquet/1996-07.parquet,1048,441006,old,consolidated
1996-08-01,parquet/1996-08.parquet,1058,411056,old,consolidated
1996-08-02,parquet/1996-08.parquet,1094,411056,old,consolidated
1996-08-05,parquet/1996-08.parquet,1088,411056,old,consolidated
1996-08-06,parquet/1996-08.parquet,1154,411056,old,consolidated
1996-08-07,parquet/1996-08.parquet,1079,411056,old,consolidated
1996-08-08,parquet/1996-08.parquet,1064,411056,old,consolidated
1996-08-09,parquet/1996-08.parquet,1102,411056,old,consolidated
1996-08-12,parquet/1996-08.parquet,1117,411056,old,consolidated
1996-08-13,parquet/1996-08.parquet,1158,411056,old,consolidated
1996-08-14,parquet/1996-08.parquet,1109,411056,old,consolidated
1996-08-16,parquet/1996-08.parquet,1096,411056,old,consolidated
1996-08-19,parquet/1996-08.parquet,1094,411056,old,consolidated
1996-08-20,parquet/1996-08.parquet,1146,411056,old,consolidated
1996-08-21,parquet/1996-08.parquet,1083,411056,old,consolidated
1996-08-22,parquet/1996-08.parquet,1088,411056,old,consolidated
1996-08-23,parquet/1996-08.parquet,1124,411056,old,consolidated
1996-08-26,parquet/1996-08.parquet,1100,411056,old,consolidated
1996-08-27,parquet/1996-08.parquet,1133,411056,old,consolidated
1996-08-28,parquet/1996-08.parquet,1036,411056,old,consolidated
1996-08-29,parquet/1996-08.parquet,1103,411056,old,consolidated
1996-08-30,parquet/1996-08.parquet,1130,411056,old,consolidated
1996-09-02,parquet/1996-09.parquet,1126,423324,old,consolidated
1996-09-03,parquet/1996-09.parquet,1169,423324,old,consolidated
1996-09-04,parquet/1996-09.parquet,1103,423324,old,consolidated
1996-09-05,parquet/1996-09.parquet,1075,423324,old,consolidated
1996-09-06,parquet/1996-09.parquet,1101,423324,old,consolidated
1996-09-09,parquet/1996-09.parquet,1129,423324,old,consolidated
1996-09-10,parquet/1996-09.parquet,1150,423324,old,consolidated
1996-09-11,parquet/1996-09.parquet,1115,423324,old,consolidated
1996-09-12,parquet/1996-09.parquet,1138,423324,old,consolidated
1996-09-13,parquet/1996-09.parquet,1155,423324,old,consolidated
1996-09-16,parquet/1996-09.parquet,1084,423324,old,consolidated
1996-09-17,parquet/1996-09.parquet,1159,423324,old,consolidated
1996-09-18,parquet/1996-09.parquet,1103,423324,old,consolidated
1996-09-19,parquet/1996-09.parquet,1133,423324,old,consolidated
1996-09-20,parquet/1996-09.parquet,1167,423324,old,consolidated
1996-09-23,parquet/1996-09.parquet,1209,423324,old,consolidated
1996-09-24,parquet/1996-09.parquet,1224,423324,old,consolidated
