SYMBOL,SERIES,DATE,OPEN,HIGH,LOW,CLOSE,LAST,PREV_CLOSE,VOLUME,TURNOVER,TRADES,ISIN,DELIV_QTY,DELIV_PER,SOURCE
1018GS2026,GS,2026-09-07,104.98,104.99,104.97,104.97,104.97,104.96,5694,598000.0,19,,5683.0,99.81,new
20MICRONS,EQ,2026-09-07,224.9,231.99,220.71,224.8,226.0,222.49,373719,84798000.0,7946,,141267.0,37.8,new
21STCENMGM,EQ,2026-09-07,38.4,38.85,37.47,38.28,38.7,38.13,8675,334000.0,69,,5902.0,68.03,new
360ONE,EQ,2026-09-07,1141.8,1143.5,1127.2,1136.9,1136.9,1137.0,407077,461837000.0,35276,,204269.0,50.18,new
3BBLACKBIO,EQ,2026-09-07,1486.0,1530.2,1470.2,1521.3,1525.9,1460.1,14265,21526000.0,2078,,7103.0,49.79,new
3IINFOLTD,BE,2026-09-07,22.5,22.74,21.75,22.07,22.1,22.37,111578,2495000.0,666,,,,new
3MINDIA,EQ,2026-09-07,32700.0,32985.0,32480.0,32840.0,32950.0,32845.0,1326,43388000.0,962,,644.0,48.57,new
3PLAND,EQ,2026-09-07,32.39,32.39,31.67,32.15,32.15,32.39,1703,55000.00000000001,68,,1634.0,95.95,new
574GS2026,GS,2026-09-07,101.21,101.21,101.21,101.21,101.21,101.95,5,1000.0,2,,5.0,100.0,new
591GS2028,GS,2026-09-07,100.5,100.5,100.5,100.5,100.5,100.69,99,10000.0,1,,99.0,100.0,new
5PAISA,EQ,2026-09-07,339.0,344.85,337.05,339.85,338.45,342.1,29942,10172000.0,1640,,12856.0,42.94,new
603GS2029,GS,2026-09-07,100.25,100.25,100.25,100.25,100.25,100.47,5,1000.0,1,,5.0,100.0,new
610GS2031,GS,2026-09-07,99.99,99.99,99.99,99.99,99.99,97.0,1,0.0,1,,1.0,100.0,new
636GS2031,GS,2026-09-07,100.49,100.49,100.49,100.49,100.49,101.5,100,10000.0,1,,100.0,100.0,new
63MOONS,EQ,2026-09-07,882.55,882.65,860.05,872.7,870.0,876.5,249471,217512000.0,11309,,116689.0,46.77,new
645GS2029,GS,2026-09-07,101.36,101.36,101.36,101.36,101.36,103.2,5,1000.0,1,,5.0,100.0,new
648GS2035,GS,2026-09-07,98.5,100.0,98.5,100.0,100.0,100.0,3350,332000.0,11,,2625.0,78.36,new
654GS2032,GS,2026-09-07,100.1,100.35,100.1,100.35,100.35,100.16,26000,2605000.0,4,,26000.0,100.0,new
657GS2033A,GS,2026-09-07,100.0,100.0,97.81,97.81,97.81,98.41,2100,206999.99999999997,5,,2100.0,100.0,new
664GS2027,GS,2026-09-07,101.2,101.2,101.2,101.2,101.2,101.2,100,10000.0,1,,100.0,100.0,new
667GS2035,GS,2026-09-07,98.81,98.81,98.81,98.81,98.81,100.2,100,10000.0,1,,100.0,100.0,new
667GS2050,GS,2026-09-07,92.51,93.2,92.5,93.2,93.2,93.0,6413,595000.0,7,,6413.0,100.0,new
668GS2033,GS,2026-09-07,99.0,99.0,99.0,99.0,99.0,100.0,5000,495000.0,2,,5000.0,100.0,new
676GS2061,GS,2026-09-07,88.7,90.8,88.7,90.45,90.45,90.65,15861,1435000.0,25,,15843.0,99.89,new
679GS2031,GS,2026-09-07,100.5,100.5,100.5,100.5,100.5,100.5,390,39000.0,1,,390.0,100.0,new
690GS2065,GS,2026-09-07,93.7,93.7,93.1,93.3,93.1,93.74,3600,336000.0,11,,3600.0,100.0,new
692GS2039,GS,2026-09-07,99.01,99.3,99.01,99.29,99.28,97.02,111,11000.0,4,,100.0,90.09,new
694GS2036,GS,2026-09-07,102.2,102.31,102.2,102.31,102.31,102.2,400,41000.0,4,,400.0,100.0,new
695GS2061,GS,2026-09-07,92.5,93.5,92.5,93.5,93.5,94.7,438,41000.0,7,,419.0,95.66,new
698GR2054,GS,2026-09-07,92.1,94.5,92.1,94.5,94.5,93.1,201,19000.0,4,,200.0,99.5,new
702GS2027,GS,2026-09-07,102.0,102.0,102.0,102.0,102.0,102.0,199,20000.0,1,,199.0,100.0,new
702GS2031,GS,2026-09-07,101.7,101.7,101.7,101.7,101.7,101.79,1000,102000.0,1,,1000.0,100.0,new
704GS2029,GS,2026-09-07,103.0,103.0,103.0,103.0,103.0,103.0,2000,206000.0,2,,2000.0,100.0,new
706GS2028,GS,2026-09-07,104.0,104.1,104.0,104.1,104.1,104.32,7275,757000.0,4,,7275.0,100.0,new
706GS2041,GS,2026-09-07,100.15,100.15,100.15,100.15,100.15,100.15,1000,100000.0,2,,1000.0,100.0,new
