SYMBOL,SERIES,DATE,OPEN,HIGH,LOW,CLOSE,LAST,PREV_CLOSE,VOLUME,TURNOVER,TRADES,ISIN,DELIV_QTY,DELIV_PER,SOURCE
20MICRONS, EQ,2026-09-21,208.28,227.88,207.41,220.12,220.1,208.28,561790,124232000.0,13332,,160007.0,28.48,new
21STCENMGM, EQ,2026-09-21,38.97,39.5,38.3,39.47,39.5,38.98,776,30000.0,39,,416.0,53.61,new
360ONE, EQ,2026-09-21,1073.3,1085.9,1062.8,1072.7,1072.7,1073.1,573949,616490000.0,26619,,310876.0,54.16,new
3BBLACKBIO, EQ,2026-09-21,1333.9,1419.7,1306.3,1407.8,1414.7,1319.3,9258,12711000.0,1578,,4507.0,48.68,new
3IINFOLTD, BE,2026-09-21,25.05,26.25,25.0,25.62,25.0,25.5,374020,9589000.0,945,,,,new
3MINDIA, EQ,2026-09-21,33915.0,34890.0,33855.0,34725.0,34770.0,34095.0,4444,153974000.0,2830,,1991.0,44.8,new
3PLAND, EQ,2026-09-21,31.09,31.97,30.35,31.5,31.5,31.09,1083,33000.0,62,,1044.0,96.4,new
574GS2026, GS,2026-09-21,100.94,102.05,100.94,102.05,102.05,101.95,129,13000.0,5,,72.0,55.81,new
591GS2028, GS,2026-09-21,99.51,99.51,99.51,99.51,99.51,100.5,10,1000.0,1,,10.0,100.0,new
5PAISA, EQ,2026-09-21,322.5,322.5,312.0,314.1,316.0,321.35,30462,9631000.0,1410,,19243.0,63.17,new
601GS2030, GS,2026-09-21,97.53,97.75,97.34,97.75,97.75,98.4,1020,99000.0,4,,510.0,50.0,new
603GS2029, GS,2026-09-21,99.02,99.2,99.02,99.2,99.2,99.54,11,1000.0,2,,10.0,90.91,new
610GS2031, GS,2026-09-21,99.99,99.99,99.99,99.99,99.99,99.99,1,0.0,1,,1.0,100.0,new
620GS2029, GS,2026-09-21,99.0,99.85,99.0,99.85,99.85,99.85,149,15000.0,4,,149.0,100.0,new
633GS2035, GS,2026-09-21,96.57,96.57,96.57,96.57,96.57,101.0,500,48000.0,1,,500.0,100.0,new
636GS2031, GS,2026-09-21,99.0,99.3,98.5,99.3,99.3,99.3,6301,626000.0,11,,6301.0,100.0,new
63MOONS, EQ,2026-09-21,883.8,905.0,883.45,892.05,885.2,884.75,281652,252230000.00000003,12485,,113870.0,40.43,new
648GS2035, GS,2026-09-21,97.9,98.0,97.9,97.91,97.91,99.0,920,90000.0,6,,910.0,98.91,new
653GS2031, GS,2026-09-21,97.83,99.0,97.83,97.83,97.83,99.0,3000,296000.0,5,,2900.0,96.67,new
654GS2032, GS,2026-09-21,99.05,99.25,99.05,99.25,99.25,99.25,50028,4965000.0,2,,50028.0,100.0,new
657GS2033A, GS,2026-09-21,97.21,97.5,97.21,97.5,97.5,100.0,20,2000.0,2,,10.0,50.0,new
664GS2027, GS,2026-09-21,101.55,101.55,101.55,101.55,101.55,101.8,490,50000.0,1,,490.0,100.0,new
667GS2050, GS,2026-09-21,92.7,92.7,92.7,92.7,92.7,92.5,1,0.0,1,,1.0,100.0,new
668GS2033, GS,2026-09-21,100.0,100.0,98.5,100.0,100.0,100.0,611,61000.0,4,,611.0,100.0,new
668GS2040, GS,2026-09-21,98.0,98.0,97.5,97.89,97.89,97.9,10,1000.0,5,,5.0,50.0,new
675GS2029, GS,2026-09-21,101.4,101.4,101.0,101.22,101.2,101.75,12500,1265000.0,6,,12500.0,100.0,new
676GS2061, GS,2026-09-21,89.25,89.7,89.16,89.52,89.55,89.15,34321,3071000.0,28,,31623.0,92.14,new
68GS2060, GS,2026-09-21,92.0,92.0,92.0,92.0,92.0,90.5,481,44000.0,3,,481.0,100.0,new
690GS2065, GS,2026-09-21,93.3,93.3,92.7,93.2,93.2,93.59,16446,1530000.0,18,,16431.0,99.91,new
694GS2036, GS,2026-09-21,100.6,101.79,100.6,101.4,101.4,101.99,620,63000.0,4,,610.0,98.39,new
695GS2061, GS,2026-09-21,93.19,93.2,92.0,92.0,92.0,92.0,5300,488000.0,8,,5209.0,98.28,new
697GR2034, GS,2026-09-21,96.5,97.0,96.5,97.0,97.0,98.0,105,10000.0,6,,105.0,100.0,new
699GS2051, GS,2026-09-21,95.3,95.7,93.93,95.6,95.5,95.85,7602,719000.0,9,,3802.0,50.01,new
702GS2027, GS,2026-09-21,102.36,102.36,102.36,102.36,102.36,102.5,2520,258000.0,3,,2520.0,100.0,new
702GS2031, GS,2026-09-21,103.65,103.65,103.65,103.65,103.65,103.65,10,1000.0,1,,10.0,100.0,new
706GS2028, GS,2026-09-21,103.55,104.45,103.55,104.45,104.45,103.41,3214,333000.0,6,,3014.0,93.78,new
706GS2041, GS,2026-09-21,99.71,99.71,99.0,99.0,99.0,100.85,701,70000.0,4,,701.0,100.0,new
709GS2054, GS,2026-09-21,96.49,96.49,94.8,95.19,95.19,95.38,6497,619000.0,10,,6196.0,95.37,new
709GS2074, GS,2026-09-21,95.42,95.42,94.65,95.08,95.29,95.4,14327,1365000.0,21,,14267.0,99.58,new
710GS2029, GS,2026-09-21,103.53,103.53,103.53,103.53,103.53,104.0,241,25000.0,1,,241.0,100.0,new
717GS2030, GS,2026-09-21,103.75,104.51,103.75,104.51,104.51,104.8,3,0.0,3,,3.0,100.0,new
718GS2033, GS,2026-09-21,100.0,102.0,100.0,102.0,102.0,102.95,300,30000.0,3,,200.0,66.67,new
718GS2037, GS,2026-09-21,105.22,105.22,101.82,102.47,102.47,102.39,1116,113999.99999999999,7,,1115.0,99.91,new
719GS2060, GS,2026-09-21,95.2,95.2,95.2,95.2,95.2,96.0,600,56999.99999999999,1,,600.0,100.0,new
71GS2034, GS,2026-09-21,102.36,104.43,102.36,104.43,104.43,104.47,101,10000.0,2,,101.0,100.0,new
