SYMBOL,SERIES,DATE,OPEN,HIGH,LOW,CLOSE,LAST,PREV_CLOSE,VOLUME,TURNOVER,TRADES,ISIN,DELIV_QTY,DELIV_PER,SOURCE
1018GS2026,GS,2026-09-03,104.65,105.0,104.65,105.0,105.0,104.6,1187,124000.0,7,,1187.0,100.0,new
20MICRONS,EQ,2026-09-03,211.4,224.0,211.4,217.82,216.99,211.36,179448,39231000.0,4572,,66414.0,37.01,new
21STCENMGM,EQ,2026-09-03,39.24,39.24,38.08,38.1,38.1,38.85,6902,264000.0,48,,5557.0,80.51,new
360ONE,EQ,2026-09-03,1168.6,1171.5,1149.9,1155.0,1155.0,1181.3,483291,560561000.0,24959,,194872.0,40.32,new
3BBLACKBIO,EQ,2026-09-03,1500.0,1550.0,1481.0,1486.2,1501.0,1478.6,20142,30238000.0,2005,,11928.0,59.22,new
3IINFOLTD,BE,2026-09-03,22.43,22.5,21.7,21.79,21.85,22.43,163620,3590999.9999999995,810,,,,new
3MINDIA,EQ,2026-09-03,32995.0,33050.0,32665.0,32820.0,32810.0,32895.0,1978,64885000.0,963,,938.0,47.42,new
3PLAND,EQ,2026-09-03,32.75,33.53,31.75,32.45,32.5,32.75,2151,70000.0,48,,1699.0,78.99,new
574GS2026,GS,2026-09-03,101.05,101.05,101.05,101.05,101.05,101.05,100,10000.0,1,,100.0,100.0,new
5PAISA,EQ,2026-09-03,337.6,344.4,337.5,342.45,343.7,336.55,18209,6225000.0,907,,10738.0,58.97,new
601GS2030,GS,2026-09-03,98.1,99.0,98.1,99.0,99.0,99.0,219,22000.0,3,,219.0,100.0,new
610GS2031,GS,2026-09-03,99.75,99.99,99.75,99.99,99.99,99.0,500,50000.0,2,,500.0,100.0,new
620GS2029,GS,2026-09-03,99.25,100.29,99.25,99.75,99.75,99.98,600,60000.0,5,,600.0,100.0,new
633GS2035,GS,2026-09-03,99.9,99.9,99.3,99.3,99.3,101.0,196,19000.0,5,,195.0,99.49,new
636GS2031,GS,2026-09-03,102.0,102.0,101.5,101.5,101.5,100.0,2001,202999.99999999997,2,,2001.0,100.0,new
63MOONS,EQ,2026-09-03,809.8,855.8,801.2,851.25,848.0,805.1,628941,526945000.0,25344,,220243.0,35.02,new
648GS2035,GS,2026-09-03,100.0,100.0,100.0,100.0,100.0,99.1,100,10000.0,1,,100.0,100.0,new
654GS2032,GS,2026-09-03,100.0,100.0,100.0,100.0,100.0,100.0,12599,1260000.0,6,,12599.0,100.0,new
664GS2035,GS,2026-09-03,98.16,98.5,98.16,98.5,98.5,98.65,200,20000.0,3,,100.0,50.0,new
667GS2035,GS,2026-09-03,105.2,105.2,98.25,104.0,104.0,100.2,801,79000.0,3,,801.0,100.0,new
667GS2050,GS,2026-09-03,92.5,92.5,92.5,92.5,92.5,92.25,100,9000.0,2,,100.0,100.0,new
668GS2033,GS,2026-09-03,99.2,100.0,99.2,100.0,100.0,99.2,300,30000.0,3,,300.0,100.0,new
668GS2040,GS,2026-09-03,98.5,98.5,97.5,97.68,97.5,97.93,31088,3037000.0,8,,30888.0,99.36,new
676GS2061,GS,2026-09-03,91.0,91.0,90.25,90.26,90.8,90.79,36758,3318000.0,70,,36757.0,100.0,new
679GS2034A,GS,2026-09-03,99.88,99.88,99.88,99.88,99.88,99.75,98,10000.0,1,,98.0,100.0,new
690GS2065,GS,2026-09-03,93.98,93.99,92.91,93.29,93.75,93.48,48476,4528000.0,29,,37788.0,77.95,new
694GS2036,GS,2026-09-03,102.6,103.07,102.05,102.11,102.11,102.4,2299,235000.0,10,,1739.0,75.64,new
695GS2061,GS,2026-09-03,94.0,94.0,92.32,94.0,94.0,93.0,57,5000.0,4,,57.0,100.0,new
699GS2051,GS,2026-09-03,97.24,97.24,97.24,97.24,97.24,97.68,30,3000.0,1,,30.0,100.0,new
702GS2031,GS,2026-09-03,102.0,102.0,101.77,101.79,101.77,102.39,1290,131000.0,4,,1290.0,100.0,new
706GS2028,GS,2026-09-03,104.1,104.2,104.1,104.2,104.2,104.2,10051,1046000.0000000001,14,,10051.0,100.0,new
706GS2041,GS,2026-09-03,101.75,101.75,100.5,100.5,100.5,99.25,500,51000.0,2,,500.0,100.0,new
709GS2054,GS,2026-09-03,96.89,96.89,95.5,95.7,95.7,95.65,50533,4856000.0,24,,50524.0,99.98,new
709GS2074,GS,2026-09-03,96.0,96.0,95.41,95.41,95.41,95.5,4137,395000.0,8,,4137.0,100.0,new
710GS2029,GS,2026-09-03,104.5,104.5,104.35,104.39,104.39,104.3,108689,11357000.0,7,,108689.0,100.0,new
717GS2028,GS,2026-09-03,101.65,101.65,101.65,101.65,101.65,101.65,2376,242000.0,5,,2376.0,100.0,new
717GS2030,GS,2026-09-03,103.8,103.8,103.8,103.8,103.8,103.5,210,22000.0,1,,210.0,100.0,new
718GS2033,GS,2026-09-03,102.0,103.0,102.0,103.0,103.0,103.01,100001,10200000.0,3,,100001.0,100.0,new
718GS2037,GS,2026-09-03,103.12,103.12,102.01,102.53,102.5,102.27,219000,22448000.0,37,,217100.0,99.13,new
724GS2055,GS,2026-09-03,97.15,97.3,96.65,97.3,97.3,97.15,22046,2141000.0,61,,22021.0,99.89,new
725GS2063,GS,2026-09-03,97.19,97.19,96.77,96.83,96.82,96.81,137294,13311000.000000002,93,,135194.0,98.47,new
726GS2032,GS,2026-09-03,103.0,103.05,101.0,103.05,103.05,103.0,17175,1757999.9999999998,12,,17175.0,100.0,new
733GS2026,GS,2026-09-03,101.9,102.11,101.9,102.11,102.11,102.25,600,61000.0,5,,600.0,100.0,new
734GS2064,GS,2026-09-03,98.9,98.9,98.8,98.88,98.9,98.83,111203,10996000.0,74,,111203.0,100.0,new
736GS2052,GS,2026-09-03,101.5,101.5,101.5,101.5,101.5,102.2,80,8000.0,3,,80.0,100.0,new
738GS2027,GS,2026-09-03,102.63,102.9,102.42,102.56,102.59,102.63,8901,914000.0,9,,8901.0,100.0,new
73GS2053,GS,2026-09-03,98.85,98.85,98.75,98.77,98.75,98.83,51700,5109000.0,11,,51700.0,100.0,new
741GS2036,GS,2026-09-03,105.0,105.0,104.4,104.99,104.99,104.4,10203,1067000.0,18,,9299.0,91.14,new
743GS2076,GS,2026-09-03,100.6,100.6,99.3,99.75,99.75,99.82,11231,1120000.0,38,,11230.0,99.99,new
746GS2073,GS,2026-09-03,106.56,106.56,101.49,101.49,101.5,101.5,4,0.0,3,,2.0,50.0,new
74GS2062,GS,2026-09-03,103.99,103.99,103.98,103.98,103.98,102.99,102,11000.0,3,,102.0,100.0,new
754GS2036,GS,2026-09-03,106.23,106.23,106.05,106.14,106.14,106.08,265796,28219000.0,127,,264035.0,99.34,new
75GS2034,GS,2026-09-03,105.0,105.0,105.0,105.0,105.0,105.8,1,0.0,1,,1.0,100.0,new
771GS2066,GS,2026-09-03,104.2,104.25,103.7,103.9,103.9,103.83,36718,3813000.0000000005,28,,36615.0,99.72,new
772GS2055,GS,2026-09-03,102.5,102.5,102.5,102.5,102.5,107.5,9,1000.0,1,,9.0,100.0,new
795GS2032,GS,2026-09-03,104.86,104.86,104.86,104.86,104.86,104.86,2000,210000.0,7,,2000.0,100.0,new
832GS2032,GS,2026-09-03,112.0,112.0,106.88,106.94,107.0,112.5,3,0.0,3,,1.0,33.33,new
83GS2042,GS,2026-09-03,110.0,110.0,110.0,110.0,110.0,105.1,217,24000.0,1,,217.0,100.0,new
883GS2041,GS,2026-09-03,115.25,115.25,115.25,115.25,115.25,115.25,151,17000.0,1,,151.0,100.0,new
897GS2030,GS,2026-09-03,111.5,111.6,111.5,111.5,111.5,111.5,1507,168000.0,7,,1507.0,100.0,new
92GS2030,GS,2026-09-03,115.0,116.3,115.0,115.5,115.5,116.98,16495,1905000.0,14,,16495.0,100.0,new
A2ZINFRA,EQ,2026-09-03,16.4,16.89,15.95,15.98,16.0,16.4,336137,5449000.0,692,,213672.0,63.57,new
AAATECH,EQ,2026-09-03,93.04,94.18,92.8,93.17,92.8,93.07,2783,260000.0,82,,2204.0,79.2,new
