date,tickers
2013-04-30,"AARTIIND,ABB,ABBOTINDIA,ACC,ALKEM,APLAPOLLO,ASHOKLEY,ASTRAL,AUBANK,AUROPHARMA,BATAINDIA,BEL,BHARATFORG,BHEL,CANBK,CGPOWER,COLPAL,CONCOR,CUMMINSIND,FEDERALBNK,GMRAIRPORT,GODREJPROP,HAL,HDFCAMC,HINDPETRO,IDEA,IDFCFIRSTB,IGL,INDUSTOWER,IRCTC,JINDALSTEL,KPITTECH,L&TFH,LICHSGFIN,LTF,MARICO,MPHASIS,MRF,MUTHOOTFIN,OFSS,PAGEIND,PETRONET,PFC,PHOENIXLTD,POLICYBZR,RAMCOCEM,RECLTD,SBICARD,SRF,SUNDARMFIN,SUNTV,SUPREMEIND,TATACOMM,TATAPOWER,TORNTPOWER,UBL,VOLTAS,ZEEL"
2013-05-31,"AARTIIND,ABB,ABBOTINDIA,ACC,ALKEM,APLAPOLLO,ASHOKLEY,ASTRAL,AUBANK,AUROPHARMA,BATAINDIA,BEL,BHARATFORG,BHEL,CANBK,CGPOWER,COLPAL,CONCOR,CUMMINSIND,FEDERALBNK,GMRAIRPORT,GODREJPROP,HAL,HDFCAMC,HINDPETRO,IDEA,IDFCFIRSTB,IGL,INDUSTOWER,IRCTC,JINDALSTEL,KPITTECH,L&TFH,LICHSGFIN,LTF,MARICO,MPHASIS,MRF,MUTHOOTFIN,OFSS,PAGEIND,PETRONET,PFC,PHOENIXLTD,POLICYBZR,RAMCOCEM,RECLTD,SBICARD,SRF,SUNDARMFIN,SUNTV,SUPREMEIND,TATACOMM,TATAPOWER,TORNTPOWER,UBL,VOLTAS,ZEEL"
2013-06-30,"AARTIIND,ABB,ABBOTINDIA,ACC,ALKEM,APLAPOLLO,ASHOKLEY,ASTRAL,AUBANK,AUROPHARMA,BATAINDIA,BEL,BHARATFORG,BHEL,CANBK,CGPOWER,COLPAL,CONCOR,CUMMINSIND,FEDERALBNK,GMRAIRPORT,GODREJPROP,HAL,HDFCAMC,HINDPETRO,IDEA,IDFCFIRSTB,IGL,INDUSTOWER,IRCTC,JINDALSTEL,KPITTECH,L&TFH,LICHSGFIN,LTF,MARICO,MPHASIS,MRF,MUTHOOTFIN,OFSS,PAGEIND,PETRONET,PFC,PHOENIXLTD,POLICYBZR,RAMCOCEM,RECLTD,SBICARD,SRF,SUNDARMFIN,SUNTV,SUPREMEIND,TATACOMM,TATAPOWER,TORNTPOWER,UBL,VOLTAS,ZEEL"
2013-07-31,"AARTIIND,ABB,ABBOTINDIA,ACC,ALKEM,APLAPOLLO,ASHOKLEY,ASTRAL,AUBANK,AUROPHARMA,BATAINDIA,BEL,BHARATFORG,BHEL,CANBK,CGPOWER,COLPAL,CONCOR,CUMMINSIND,FEDERALBNK,GMRAIRPORT,GODREJPROP,HAL,HDFCAMC,HINDPETRO,IDEA,IDFCFIRSTB,IGL,INDUSTOWER,IRCTC,JINDALSTEL,KPITTECH,L&TFH,LICHSGFIN,LTF,MARICO,MPHASIS,MRF,MUTHOOTFIN,OFSS,PAGEIND,PETRONET,PFC,PHOENIXLTD,POLICYBZR,RAMCOCEM,RECLTD,SBICARD,SRF,SUNDARMFIN,SUNTV,SUPREMEIND,TATACOMM,TATAPOWER,TORNTPOWER,UBL,VOLTAS,ZEEL"
2013-08-31,"AARTIIND,ABB,ABBOTINDIA,ACC,ALKEM,APLAPOLLO,ASHOKLEY,ASTRAL,AUBANK,AUROPHARMA,BATAINDIA,BEL,BHARATFORG,BHEL,CANBK,CGPOWER,COLPAL,CONCOR,CUMMINSIND,FEDERALBNK,GMRAIRPORT,GODREJPROP,HAL,HDFCAMC,HINDPETRO,IDEA,IDFCFIRSTB,IGL,INDUSTOWER,IRCTC,JINDALSTEL,KPITTECH,L&TFH,LICHSGFIN,LTF,MARICO,MPHASIS,MRF,MUTHOOTFIN,OFSS,PAGEIND,PETRONET,PFC,PHOENIXLTD,POLICYBZR,RAMCOCEM,RECLTD,SBICARD,SRF,SUNDARMFIN,SUNTV,SUPREMEIND,TATACOMM,TATAPOWER,TORNTPOWER,UBL,VOLTAS,ZEEL"
2013-09-30,"AARTIIND,ABB,ABBOTINDIA,ACC,ALKEM,APLAPOLLO,ASHOKLEY,ASTRAL,AUBANK,AUROPHARMA,BATAINDIA,BEL,BHARATFORG,BHEL,CANBK,CGPOWER,COLPAL,CONCOR,CUMMINSIND,FEDERALBNK,GMRAIRPORT,GODREJPROP,HAL,HDFCAMC,HINDPETRO,IDEA,IDFCFIRSTB,IGL,INDUSTOWER,IRCTC,JINDALSTEL,KPITTECH,L&TFH,LICHSGFIN,LTF,MARICO,MPHASIS,MRF,MUTHOOTFIN,OFSS,PAGEIND,PETRONET,PFC,PHOENIXLTD,POLICYBZR,RAMCOCEM,RECLTD,SBICARD,SRF,SUNDARMFIN,SUNTV,SUPREMEIND,TATACOMM,TATAPOWER,TORNTPOWER,UBL,VOLTAS,ZEEL"
2013-10-31,"AARTIIND,ABB,ABBOTINDIA,ACC,ALKEM,APLAPOLLO,ASHOKLEY,ASTRAL,AUBANK,AUROPHARMA,BATAINDIA,BEL,BHARATFORG,BHEL,CANBK,CGPOWER,COLPAL,CONCOR,CUMMINSIND,FEDERALBNK,GMRAIRPORT,GODREJPROP,HAL,HDFCAMC,HINDPETRO,IDEA,IDFCFIRSTB,IGL,INDUSTOWER,IRCTC,JINDALSTEL,KPITTECH,L&TFH,LICHSGFIN,LTF,MARICO,MPHASIS,MRF,MUTHOOTFIN,OFSS,PAGEIND,PETRONET,PFC,PHOENIXLTD,POLICYBZR,RAMCOCEM,RECLTD,SBICARD,SRF,SUNDARMFIN,SUNTV,SUPREMEIND,TATACOMM,TATAPOWER,TORNTPOWER,UBL,VOLTAS,ZEEL"
2013-11-30,"AARTIIND,ABB,ABBOTINDIA,ACC,ALKEM,APLAPOLLO,ASHOKLEY,ASTRAL,AUBANK,AUROPHARMA,BATAINDIA,BEL,BHARATFORG,BHEL,CANBK,CGPOWER,COLPAL,CONCOR,CUMMINSIND,FEDERALBNK,GMRAIRPORT,GODREJPROP,HAL,HDFCAMC,HINDPETRO,IDEA,IDFCFIRSTB,IGL,INDUSTOWER,IRCTC,JINDALSTEL,KPITTECH,L&TFH,LICHSGFIN,LTF,MARICO,MPHASIS,MRF,MUTHOOTFIN,OFSS,PAGEIND,PETRONET,PFC,PHOENIXLTD,POLICYBZR,RAMCOCEM,RECLTD,SBICARD,SRF,SUNDARMFIN,SUNTV,SUPREMEIND,TATACOMM,TATAPOWER,TORNTPOWER,UBL,VOLTAS,ZEEL"
2013-12-31,"AARTIIND,ABB,ABBOTINDIA,ACC,ALKEM,APLAPOLLO,ASHOKLEY,ASTRAL,AUBANK,AUROPHARMA,BATAINDIA,BEL,BHARATFORG,BHEL,CANBK,CGPOWER,COLPAL,CONCOR,CUMMINSIND,FEDERALBNK,GMRAIRPORT,GODREJPROP,HAL,HDFCAMC,HINDPETRO,IDEA,IDFCFIRSTB,IGL,INDUSTOWER,IRCTC,JINDALSTEL,KPITTECH,L&TFH,LICHSGFIN,LTF,MARICO,MPHASIS,MRF,MUTHOOTFIN,OFSS,PAGEIND,PETRONET,PFC,PHOENIXLTD,POLICYBZR,RAMCOCEM,RECLTD,SBICARD,SRF,SUNDARMFIN,SUNTV,SUPREMEIND,TATACOMM,TATAPOWER,TORNTPOWER,UBL,VOLTAS,ZEEL"
2014-01-31,"AARTIIND,ABB,ABBOTINDIA,ACC,ALKEM,APLAPOLLO,ASHOKLEY,ASTRAL,AUBANK,AUROPHARMA,BATAINDIA,BEL,BHARATFORG,BHEL,CANBK,CGPOWER,COLPAL,CONCOR,CUMMINSIND,FEDERALBNK,GMRAIRPORT,GODREJPROP,HAL,HDFCAMC,HINDPETRO,IDEA,IDFCFIRSTB,IGL,INDUSTOWER,IRCTC,JINDALSTEL,KPITTECH,L&TFH,LICHSGFIN,LTF,MARICO,MPHASIS,MRF,MUTHOOTFIN,OFSS,PAGEIND,PETRONET,PFC,PHOENIXLTD,POLICYBZR,RAMCOCEM,RECLTD,SBICARD,SRF,SUNDARMFIN,SUNTV,SUPREMEIND,TATACOMM,TATAPOWER,TORNTPOWER,UBL,VOLTAS,ZEEL"
